voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
2260433-176,2020-12-07,56,633,other,yes,yes,other,other,other,yes,other,other,other,yes,yes,yes,144,4,485,22.748815165876778,0.631911532385466,76.61927330173775,yes,other,other,yes,other,other,no,other,other
2260433-214,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260433-194,2020-12-08,56,633,other,no,no,yes,yes,other,no,other,other,other,no,no,no,16,150,467,2.527646129541864,23.696682464454977,73.77567140600317,no,other,other,no,other,no,no,yes,other
2260433-198,2020-12-08,56,633,other,no,other,yes,yes,yes,no,other,other,other,no,no,no,67,95,471,10.584518167456556,15.00789889415482,74.40758293838863,no,yes,other,no,other,yes,no,yes,other
2260433-200,2020-12-08,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,75,146,412,11.848341232227488,23.06477093206951,65.086887835703,yes,yes,other,no,other,yes,no,yes,other
2260433-204,2020-12-08,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,73,146,414,11.532385466034755,23.06477093206951,65.40284360189574,other,yes,other,no,other,yes,no,yes,other
2260433-210,2020-12-08,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,146,75,412,23.06477093206951,11.848341232227488,65.086887835703,no,no,other,yes,other,no,yes,no,other
2260433-212,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260433-213,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266253-8,2020-12-08,56,633,other,yes,yes,yes,yes,yes,yes,other,no,other,yes,yes,yes,215,6,412,33.965244865718795,0.9478672985781991,65.086887835703,yes,yes,other,yes,other,yes,yes,yes,other
2258717-9,2020-12-08,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,148,71,414,23.380726698262244,11.216429699842022,65.40284360189574,yes,no,other,yes,other,other,yes,no,other
2224067-25,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2224067-26,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260518-9,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2264837-9,2020-12-08,56,633,other,yes,yes,other,yes,yes,yes,other,no,other,yes,yes,yes,199,14,420,31.437598736176938,2.211690363349131,66.35071090047393,yes,no,other,yes,other,other,yes,yes,other
2265440-8,2020-12-08,56,633,other,yes,yes,other,yes,yes,yes,other,no,other,no,yes,yes,196,19,418,30.963665086887836,3.0015797788309637,66.0347551342812,yes,yes,other,yes,other,yes,no,yes,other
2265889-9,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2205645-52,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2205645-53,2020-12-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260529-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266394-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266304-9,2020-12-09,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,150,71,412,23.696682464454977,11.216429699842022,65.086887835703,yes,no,other,yes,other,yes,yes,no,other
2262781-11,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2207717-18,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242140-166,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266410-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265872-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265874-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946625-75,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265900-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266447-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2193583-6,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266409-7,2020-12-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260725-32,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2229558-32,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2264998-34,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946625-103,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2190585-63,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-120,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2166683-84,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260725-30,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2229558-30,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2264998-32,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946625-86,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946625-96,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946625-101,2020-12-10,56,633,other,no,no,yes,other,yes,no,other,yes,other,no,other,other,62,129,442,9.794628751974724,20.379146919431278,69.826224328594,no,yes,other,no,other,no,no,yes,other
2190585-57,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2190585-61,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-70,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-78,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-82,2020-12-10,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,other,145,71,417,22.906793048973142,11.216429699842022,65.87677725118483,yes,no,other,yes,other,other,yes,no,other
2261121-87,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-88,2020-12-10,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,other,145,71,417,22.906793048973142,11.216429699842022,65.87677725118483,yes,no,other,yes,other,other,yes,no,other
2261121-90,2020-12-10,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,other,142,71,420,22.432859399684045,11.216429699842022,66.35071090047393,yes,no,other,other,other,other,yes,no,other
2261121-95,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261121-99,2020-12-10,56,633,other,yes,yes,no,no,no,yes,other,no,other,no,no,other,118,98,417,18.64139020537125,15.481832543443918,65.87677725118483,other,no,other,yes,other,yes,yes,no,other
2261121-104,2020-12-10,56,633,other,yes,yes,no,no,no,yes,other,no,other,no,yes,other,134,82,417,21.169036334913113,12.954186413902052,65.87677725118483,other,no,other,yes,other,no,yes,no,other
2261121-110,2020-12-10,56,633,other,no,no,no,no,no,no,other,no,other,no,no,other,2,216,415,0.315955766192733,34.12322274881517,65.5608214849921,no,no,other,no,other,yes,no,no,other
2261121-114,2020-12-10,56,633,other,no,no,yes,yes,yes,no,other,yes,other,yes,no,yes,87,134,412,13.744075829383887,21.169036334913113,65.086887835703,yes,yes,other,no,other,yes,no,yes,other
2261121-118,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2166683-81,2020-12-10,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265505-45,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2205645-123,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266356-8,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265631-20,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265631-21,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266840-8,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265652-15,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265652-16,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265505-38,2020-12-14,56,633,other,no,no,no,no,no,no,other,yes,other,no,no,no,6,210,417,0.9478672985781991,33.175355450236964,65.87677725118483,no,no,other,other,other,other,no,no,other
2265505-41,2020-12-14,56,633,other,yes,yes,yes,yes,yes,yes,other,no,other,yes,yes,yes,215,6,412,33.965244865718795,0.9478672985781991,65.086887835703,yes,yes,other,yes,other,yes,yes,yes,other
2265505-43,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2205645-60,2020-12-14,56,633,other,no,no,yes,no,yes,no,other,yes,other,no,no,no,53,168,412,8.372827804107425,26.540284360189574,65.086887835703,no,no,other,no,other,no,no,no,other
2205645-74,2020-12-14,56,633,other,no,no,no,no,yes,no,other,yes,other,no,no,no,47,174,412,7.424960505529225,27.488151658767773,65.086887835703,no,no,other,no,other,no,no,no,other
2205645-77,2020-12-14,56,633,other,yes,yes,no,yes,no,yes,other,no,other,yes,yes,other,160,53,420,25.27646129541864,8.372827804107425,66.35071090047393,yes,yes,other,other,other,other,yes,yes,other
2205645-82,2020-12-14,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,62,154,417,9.794628751974724,24.328593996840443,65.87677725118483,no,no,other,other,other,other,no,no,other
2205645-92,2020-12-14,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,150,412,11.216429699842022,23.696682464454977,65.086887835703,no,yes,other,no,other,no,no,yes,other
2205645-95,2020-12-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2205645-99,2020-12-14,56,633,other,no,no,no,other,no,no,other,no,other,yes,no,no,13,199,421,2.0537124802527646,31.437598736176938,66.5086887835703,yes,no,other,no,other,yes,no,no,other
